nome,cpf,idade,data,estado,salario,nivel_educacao,numero_filhos,estado_civil,anos_experiencia,area_atuacao,rua,bairro,cep,cidade
Dra. Larissa Correia,948.***.***-46,22,2001-04-13,Mato Grosso do Sul,4532.74,Ensino Médio,2,Solteiro,3,Tecnologia,Conjunto de Mendes,Ambrosina,73620-486,Araújo de Rocha 
Larissa Castro,304.***.***-39,29,1994-11-22,Minas Gerais,5176.72,Ensino Médio,0,Casado,2,Educação,"Estação de Pires, 33",Vila Nova Dos Milionarios,70500-114,Azevedo 
Enzo Caldeira,130.***.***-39,63,1960-05-24,Goiás,15364.07,Ensino Superior,2,Solteiro,31,Educação,"Rodovia de Silveira, 184",Vila Cemig,91355-051,da Luz dos Dourados 
Murilo Nascimento,952.***.***-47,31,1992-05-27,Tocantins,5728.94,Ensino Fundamental,0,Casado,5,Tecnologia,"Trecho Diego da Paz, 135",Rio Branco,39334-808,das Neves 
Maysa Silveira,093.***.***-02,21,2002-06-18,Minas Gerais,4911.93,Ensino Superior,0,Casado,0,Indústria,"Colônia de da Cunha, 88",Alto Barroca,64904-733,Martins 
Enzo Gonçalves,542.***.***-38,20,2004-02-26,Bahia,7947.52,Ensino Superior,2,Solteiro,2,Comércio,"Setor Monteiro, 52",Santa Amelia,10959-970,da Mata do Galho 
Erick Mendes,295.***.***-30,21,2002-07-05,Rio de Janeiro,7890.16,Ensino Superior,2,Casado,1,Educação,Distrito Davi Luiz Moraes,Lourdes,80645-534,Teixeira 
Dr. Lucas Gabriel da Mata,294.***.***-74,26,1998-03-06,Alagoas,9881.28,Ensino Superior,1,Casado,4,Comércio,Lagoa Castro,Conjunto Lagoa,28150-971,Almeida da Serra 
Dra. Evelyn Barros,246.***.***-22,23,2001-04-06,Espírito Santo,5586.95,Ensino Médio,0,Solteiro,1,Comércio,Viela Pedro Miguel Moreira,Havaí,92807-190,Cunha do Sul 
André Lima,045.***.***-80,54,1970-01-19,Paraíba,13124.68,Ensino Superior,1,Casado,14,Saúde,"Vereda Gabriela Moreira, 15",São Jorge 2ª Seção,86174-323,Vieira 
Pedro Lucas Carvalho,715.***.***-95,51,1972-07-09,Paraná,9932.06,Ensino Médio,1,Casado,19,Saúde,"Trevo Rezende, 59",Aarão Reis,44596-907,Teixeira de Moura 
Esther Silva,015.***.***-16,60,1963-06-09,São Paulo,8459.32,Ensino Superior,1,Solteiro,4,Indústria,"Sítio Maitê da Conceição, 35",Alta Tensão 1ª Seção,21588-160,Duarte 
Maria Alice Silveira,875.***.***-10,31,1993-01-30,Sergipe,7606.55,Ensino Médio,2,Divorciado,0,Saúde,"Trevo Ribeiro, 35",Araguaia,95445-037,Santos 
Lucca Castro,173.***.***-57,57,1966-06-27,Santa Catarina,7093.86,Não informado,0,Não informado,0,Não informado,"Morro de Costa, 91",Manacas,27992-299,Barbosa das Flores 
Matheus Correia,207.***.***-12,41,1982-07-27,Rio de Janeiro,4322.93,Ensino Médio,0,Solteiro,0,Educação,Jardim Gustavo Melo,Aeroporto,89793-630,Souza de Almeida 
Juan Almeida,736.***.***-13,56,1967-12-26,Rondônia,11652.51,Não informado,1,Não informado,18,Não informado,"Jardim de Vieira, 476",Vila São Gabriel,37251-777,da Conceição do Norte 
Maria Fernanda Pinto,601.***.***-61,50,1973-06-01,Mato Grosso do Sul,19731.9,Pós-graduação,0,Casado,26,Saúde,Morro da Cruz,Buraco Quente,19590-339,da Cunha de Minas 
Thales Moreira,738.***.***-80,31,1993-02-09,Acre,5257.57,Ensino Médio,1,Casado,6,Tecnologia,"Alameda Breno Caldeira, 9",Bairro Das Indústrias Ii,20276-308,Freitas 
Carlos Eduardo Ribeiro,920.***.***-06,24,2000-01-24,Rondônia,1768.48,Ensino Fundamental,1,Solteiro,0,Educação,"Campo Lívia da Conceição, 866",Novo Das Industrias,80867-863,Aragão da Praia 
Isis Cunha,486.***.***-75,35,1988-11-13,Sergipe,4726.17,Ensino Fundamental,0,Casado,13,Comércio,Recanto das Neves,Cinquentenário,58215-824,Novaes 
Srta. Isabelly da Conceição,108.***.***-78,55,1968-09-01,Pará,2671.43,Não informado,0,Não informado,22,Não informado,"Rodovia Enrico Novaes, 8",Vila Rica,45853-073,Rodrigues Grande 
Evelyn Jesus,879.***.***-49,48,1975-05-01,Pará,7782.28,Ensino Médio,0,Divorciado,9,Educação,"Residencial de da Cunha, 35",Varzea Da Palma,83711-670,Moraes do Norte 
Clarice Araújo,319.***.***-21,18,2005-08-29,Paraíba,4855.48,Ensino Médio,1,Solteiro,0,Saúde,"Ladeira Heloísa Nogueira, 93",Bandeirantes,22856-752,Farias 
Leonardo Ramos,829.***.***-12,65,1958-04-14,Rio Grande do Norte,16838.64,Ensino Superior,2,Casado,16,Saúde,"Trevo Aragão, 77",Bairro Das Indústrias Ii,78375-943,Rocha Alegre 
Ana Porto,569.***.***-30,48,1975-09-13,Maranhão,12307.0,Ensino Médio,0,Casado,17,Tecnologia,"Trevo de da Conceição, 9",Vitoria,25780-104,Moraes do Oeste 
Emanuelly Barbosa,195.***.***-60,29,1994-06-21,Amapá,2680.65,Ensino Médio,1,Casado,8,Comércio,"Vereda Cavalcanti, 7",Vila Atila De Paiva,84150-785,Pires de Barros 
Luigi Araújo,397.***.***-02,21,2002-05-22,Tocantins,8404.23,Ensino Superior,0,Solteiro,1,Indústria,Alameda Nogueira,Marçola,14577-961,da Conceição Grande 
Lorenzo Duarte,276.***.***-67,44,1979-10-14,Santa Catarina,14544.68,Ensino Superior,0,Casado,19,Comércio,"Trevo de Rodrigues, 3",Anchieta,19382-367,Nogueira 
Sr. Kevin da Cruz,036.***.***-29,38,1985-05-14,Sergipe,1998.04,Ensino Fundamental,0,Casado,12,Educação,"Campo Pires, 56",Vila Nova Gameleira 2ª Seção,47978-214,Araújo das Pedras 
Nina Cavalcanti,927.***.***-06,63,1961-01-08,Amazonas,12222.85,Ensino Superior,3,Casado,41,Comércio,"Travessa de Caldeira, 44",Nova Cintra,48307-613,da Conceição Grande 
Leandro Rodrigues,926.***.***-69,62,1961-11-01,Rio de Janeiro,6480.73,Ensino Médio,2,Divorciado,8,Comércio,Lago Barros,Conjunto Celso Machado,90994-023,Almeida 
Kevin da Costa,530.***.***-00,26,1997-05-08,Acre,3794.06,Ensino Médio,2,Solteiro,2,Tecnologia,"Rua Lopes, 92",Alto Dos Pinheiros,29047-436,Alves 
Paulo Cavalcanti,492.***.***-00,38,1985-09-06,Amazonas,8952.2,Ensino Superior,0,Divorciado,19,Educação,"Pátio Vitor da Conceição, 4",Jardim Montanhês,89226-611,Aragão 
Dra. Joana da Mata,718.***.***-03,58,1965-07-17,Espírito Santo,5155.33,Ensino Fundamental,2,Solteiro,9,Comércio,"Jardim de Nunes, 18",Vila Madre Gertrudes 1ª Seção,73437-880,Melo 
Gustavo Porto,903.***.***-57,38,1986-02-03,Paraíba,2610.19,Ensino Fundamental,1,Casado,3,Saúde,"Esplanada Silva, 513",Urca,74144-287,Barbosa da Mata 
João da Cunha,096.***.***-04,27,1996-09-17,Pará,14284.65,Pós-graduação,0,Casado,2,Tecnologia,"Passarela Silveira, 473",Conjunto Jatoba,04615-007,Fogaça 
André Pinto,306.***.***-44,32,1991-09-03,Maranhão,6333.38,Ensino Médio,3,Solteiro,11,Comércio,"Trecho de Ribeiro, 138",Vila Maria,94572-399,Santos do Campo 
Eduardo Dias,485.***.***-00,42,1981-06-17,Sergipe,14735.62,Pós-graduação,3,Casado,9,Comércio,"Recanto Fernandes, 333",Vila Real 1ª Seção,99688-120,Sales de Santos 
Beatriz Aragão,684.***.***-75,61,1962-09-21,Rio de Janeiro,8029.31,Ensino Médio,1,Casado,2,Indústria,Feira de Campos,Maria Virgínia,62662-736,Lopes dos Dourados 
Sra. Catarina Novaes,540.***.***-32,24,1999-07-04,Paraíba,7665.35,Ensino Médio,0,Casado,5,Tecnologia,"Travessa de da Mota, 788",Cidade Jardim,57852-753,Cavalcanti de Lima 
Davi Luiz Campos,691.***.***-16,28,1995-09-11,Paraíba,8236.51,Ensino Superior,1,Solteiro,1,Saúde,"Esplanada Melissa Gonçalves, 68",Jardim Vitoria,74577-307,Farias do Oeste 
Sr. Theo da Cruz,703.***.***-53,18,2005-07-26,Ceará,2910.37,Ensino Médio,0,Casado,0,Saúde,"Lagoa Enzo Gabriel Moraes, 5",Itapoa,12534-169,Santos 
Eloah da Rocha,836.***.***-08,34,1989-08-13,Mato Grosso,9397.51,Ensino Superior,2,Solteiro,2,Indústria,"Parque Pedro Costa, 46",Nova Esperança,49130-283,Sales 
Benício Castro,469.***.***-29,50,1974-03-29,Goiás,11284.78,Ensino Médio,0,Solteiro,28,Saúde,"Trevo Cunha, 22",Candelaria,17967-534,Viana de da Conceição 
Rebeca Alves,605.***.***-03,28,1996-04-11,Rio Grande do Norte,6475.68,Ensino Superior,2,Solteiro,9,Saúde,"Estação Azevedo, 4",Confisco,40599-567,Gomes de da Rocha 
João Guilherme Jesus,648.***.***-38,40,1983-11-03,Paraná,6358.77,Ensino Superior,2,Casado,7,Saúde,"Loteamento de Nascimento, 88",Santo André,88017-207,Pires de Ribeiro 
Emanuella Silva,538.***.***-12,43,1980-08-21,Sergipe,5605.69,Ensino Médio,1,Solteiro,12,Saúde,"Rua Pires, 17",Beija Flor,37657-092,Teixeira do Norte 
Bruno Ferreira,690.***.***-00,56,1968-04-07,Pará,8188.75,Ensino Superior,0,Solteiro,10,Comércio,"Residencial de Jesus, 57",Esplanada,05256-992,Santos 
Dr. João da Rocha,410.***.***-22,23,2000-07-22,Piauí,2527.72,Ensino Fundamental,3,Solteiro,4,Indústria,"Favela Cardoso, 21",Acaiaca,12611-108,Porto 
Davi Barros,835.***.***-47,76,1947-08-22,Mato Grosso,10869.84,Ensino Médio,0,Solteiro,52,Comércio,Feira de Lopes,Braúnas,53815-508,Carvalho das Flores 
Ana Carolina Silveira,674.***.***-96,20,2004-01-07,Piauí,2103.22,Ensino Fundamental,2,Divorciado,1,Indústria,"Conjunto de Farias, 846",Granja Werneck,10461-045,Almeida 
Felipe Vieira,941.***.***-73,62,1961-08-06,Bahia,4220.72,Ensino Médio,0,Solteiro,2,Comércio,"Setor de Nogueira, 70",Jardim Montanhês,35706-711,Cardoso do Amparo 
Ana Julia Souza,689.***.***-49,47,1977-01-31,Rio Grande do Norte,15048.2,Ensino Superior,0,Solteiro,23,Saúde,"Viaduto Almeida, 23",Nova Granada,64060-895,Porto 
Eduarda Moreira,935.***.***-40,30,1993-09-06,Espírito Santo,6207.28,Ensino Médio,0,Casado,9,Educação,"Área Mendes, 2",Vila Ecológica,35493-184,da Luz 
Gabriela da Luz,304.***.***-43,36,1987-11-12,Santa Catarina,2877.95,Ensino Fundamental,1,Divorciado,2,Indústria,"Favela Pedro Pereira, 90",Conjunto Santa Maria,89264-015,Viana 
Vitória Souza,085.***.***-23,34,1989-05-03,Paraíba,4028.68,Ensino Médio,0,Divorciado,4,Tecnologia,"Ladeira de Peixoto, 660",São Marcos,01404-268,Souza do Campo 
Enzo Gabriel Costela,739.***.***-14,46,1977-07-31,Tocantins,5604.54,Ensino Médio,2,Casado,18,Saúde,"Praia de da Luz, 85",Jardim Atlântico,78115-240,Rodrigues 
Rafael Peixoto,980.***.***-49,41,1982-07-22,Rio Grande do Norte,14324.03,Ensino Superior,0,Casado,20,Indústria,Lagoa Alana Caldeira,Alto Caiçaras,98080-577,Campos 
Danilo Moreira,716.***.***-91,37,1986-07-16,Rio Grande do Sul,2762.19,Ensino Fundamental,0,Viúvo,3,Indústria,"Residencial Murilo Rodrigues, 30",Marilandia,76592-904,Aragão 
Ana Laura Ribeiro,153.***.***-02,36,1987-08-16,Roraima,10038.52,Ensino Superior,3,Casado,8,Educação,"Jardim Pedro Henrique Correia, 538",Vila Ecológica,24436-409,Dias dos Dourados 
Sr. Anthony Nogueira,917.***.***-64,61,1963-03-28,Bahia,4207.44,Ensino Médio,3,Casado,19,Comércio,"Loteamento de Aragão, 97",Vila São Dimas,08402-144,Costela de da Mota 
Sra. Emanuella Pinto,714.***.***-40,20,2003-09-02,Bahia,2636.82,Ensino Médio,1,Divorciado,1,Comércio,"Rodovia de Pereira, 84",Santo Agostinho,43132-311,Moura Paulista 
Sra. Luiza Cardoso,530.***.***-34,84,1940-01-14,São Paulo,8340.75,Ensino Médio,0,Casado,23,Tecnologia,"Rodovia de Fogaça, 18",Caiçara - Adelaide,15662-795,Duarte 
Lorena da Mata,271.***.***-07,26,1997-08-06,Rondônia,4040.46,Ensino Médio,0,Casado,8,Tecnologia,"Passarela de da Rocha, 931",Barroca,21767-171,Rocha da Praia 
Kamilly Porto,025.***.***-68,63,1960-04-13,Goiás,7973.16,Ensino Médio,0,Casado,9,Educação,"Núcleo de das Neves, 265",Embaúbas,83067-000,Melo 
Dr. Davi Lucca Pires,416.***.***-80,39,1984-07-19,Rio de Janeiro,6711.14,Ensino Superior,0,Casado,8,Tecnologia,"Núcleo de Rezende, 43",Vila Copasa,70507-701,Cardoso 
Eloah Costela,948.***.***-40,21,2003-02-03,Pernambuco,2531.48,Ensino Médio,1,Casado,3,Educação,"Campo Agatha Correia, 511",Leonina,23537-285,Freitas 
André Sales,392.***.***-78,47,1976-11-20,Alagoas,2433.96,Ensino Fundamental,1,Casado,13,Educação,"Rua de Souza, 541",Dom Cabral,29118-558,Vieira 
Amanda da Mata,416.***.***-66,24,1999-10-11,Tocantins,1830.01,Ensino Fundamental,1,Casado,2,Comércio,Viela de Costela,Bandeirantes,58007-648,Dias 
Ana Carolina Oliveira,957.***.***-03,73,1950-07-27,Tocantins,7505.0,Ensino Superior,1,Casado,42,Comércio,"Sítio Campos, 65",Araguaia,10859-507,Melo 
Maria Alice Moura,546.***.***-58,33,1991-01-16,Maranhão,6764.265822019516,Ensino Médio,0,Casado,9,Saúde,"Rodovia Ana Luiza Ferreira, 3",Coqueiros,60862-291,Santos 
Isabella Nunes,380.***.***-74,37,1986-07-11,Rio de Janeiro,4372.93,Ensino Médio,2,Solteiro,6,Comércio,"Esplanada Kamilly Fogaça, 708",Serra Verde,01563-000,Silva 
Heitor Cardoso,352.***.***-17,59,1964-07-11,São Paulo,6802.84,Ensino Médio,1,Casado,15,Saúde,"Setor da Mota, 600",Lagoinha,53277-455,Vieira de Barbosa 
Emanuelly Nascimento,310.***.***-08,49,1974-06-16,Sergipe,6567.89,Ensino Superior,1,Casado,1,Comércio,"Aeroporto Duarte, 55",Conjunto Floramar,21387-296,Costela Verde 
Enzo Gonçalves,476.***.***-73,45,1979-03-15,Rondônia,5015.97,Ensino Médio,4,Casado,24,Comércio,"Ladeira de Campos, 768",Santa Amelia,09114-132,Dias 
Raul Ferreira,590.***.***-04,52,1971-12-27,Maranhão,2211.13,Ensino Fundamental,0,Casado,8,Educação,"Favela de Silva, 28",Providencia,40800-083,Almeida 
Matheus Pinto,941.***.***-78,20,2003-05-14,Amapá,5017.04,Ensino Médio,0,Solteiro,2,Tecnologia,Conjunto Cardoso,Jardim Montanhês,87472-513,da Rocha de Oliveira 
Marcelo da Mota,248.***.***-04,49,1975-03-07,Tocantins,9757.57,Ensino Médio,3,Casado,21,Saúde,Praia Raquel Melo,Ribeiro De Abreu,04611-249,Alves 
Sra. Stella Mendes,460.***.***-89,43,1980-11-05,Paraná,4973.38,Ensino Superior,0,Casado,18,Educação,"Chácara Pires, 36",Santa Efigênia,50660-066,da Luz 
Giovanna Jesus,253.***.***-99,34,1989-06-13,Acre,3637.29,Ensino Médio,0,Casado,2,Comércio,"Recanto Freitas, 66",Califórnia,58927-633,Teixeira 
Arthur Farias,092.***.***-79,64,1960-01-02,Alagoas,4377.32,Não informado,1,Não informado,26,Não informado,"Conjunto da Cruz, 5",Vila Coqueiral,99049-124,Nascimento 
Alice Farias,978.***.***-47,43,1981-01-10,Roraima,6661.54,Ensino Médio,0,Casado,5,Indústria,"Núcleo de Barros, 32",Vila Nova,51036-640,da Conceição 
Ana Lívia Ferreira,872.***.***-35,43,1980-12-11,Rio Grande do Sul,6926.58,Ensino Médio,3,Casado,1,Indústria,"Avenida de Barros, 63",Vila Nova Cachoeirinha 3ª Seção,22769-054,Ramos da Prata 
Alícia Duarte,103.***.***-88,50,1973-10-21,Santa Catarina,8953.61,Ensino Superior,1,Solteiro,11,Indústria,"Distrito Monteiro, 18",Estrela,84174-630,Rodrigues do Oeste 
Júlia Araújo,724.***.***-67,59,1965-01-17,Mato Grosso do Sul,2800.9,Ensino Fundamental,0,Casado,7,Comércio,Ladeira Lopes,Flamengo,76804-034,da Rocha do Oeste 
Alexia Duarte,140.***.***-53,48,1975-06-10,Maranhão,7151.39,Ensino Fundamental,1,Casado,20,Tecnologia,"Passarela de Nogueira, 83",Vitoria Da Conquista,66268-639,Rodrigues da Serra 
Nina Duarte,967.***.***-40,41,1982-10-19,Sergipe,10348.2,Ensino Médio,0,Casado,16,Saúde,"Quadra de Fogaça, 651",Jonas Veiga,80243-500,Porto 
Juliana Viana,752.***.***-47,62,1961-05-16,Pernambuco,11975.52,Ensino Médio,1,Casado,40,Saúde,"Praia Costela, 50",Belvedere,15077-952,Ferreira de Barros 
Srta. Bianca Lopes,053.***.***-60,20,2003-09-29,Bahia,6596.65,Pós-graduação,1,Divorciado,1,Educação,"Praia Costela, 91",Vila Puc,07072-338,Farias de Minas 
Larissa Freitas,158.***.***-76,22,2001-09-21,Espírito Santo,3530.84,Ensino Fundamental,0,Divorciado,3,Saúde,"Rodovia da Luz, 77",Novo Glória,94221-108,da Cunha 
Renan Cunha,957.***.***-20,19,2004-08-25,Amapá,10450.74,Ensino Superior,0,Solteiro,1,Tecnologia,"Chácara de Viana, 41",Olhos D'água,74360-466,Cavalcanti da Mata 
Marcos Vinicius Jesus,103.***.***-43,26,1998-03-19,Pará,13568.04,Pós-graduação,1,Casado,3,Indústria,Rodovia de Novaes,Itapoa,24907-278,Melo 
Eloah Pereira,354.***.***-92,58,1965-04-27,Mato Grosso do Sul,5967.04,Ensino Médio,0,Casado,17,Educação,"Ladeira Costa, 50",Novo Santa Cecilia,06618-484,da Costa 
Dr. Samuel Nascimento,150.***.***-52,22,2001-11-24,Bahia,5241.01,Ensino Superior,0,Casado,0,Tecnologia,"Trevo Lima, 34",Dom Joaquim,20750-426,Viana 
Davi Lucca Moreira,581.***.***-80,24,2000-01-30,Pará,7970.11,Ensino Superior,1,Casado,2,Comércio,"Viela de Teixeira, 16",Funcionários,60426-314,Moura 
Gustavo Henrique Porto,329.***.***-64,23,2000-10-09,Piauí,6764.265822019516,Não informado,2,Não informado,4,Não informado,"Pátio de Duarte, 391",São Tomaz,08670-837,da Mata do Oeste 
Fernanda Porto,187.***.***-73,27,1997-01-25,Amazonas,2318.63,Ensino Fundamental,1,Casado,6,Saúde,Praia de Porto,Lagoinha Leblon,87209-689,das Neves da Prata 
Maria da Cunha,106.***.***-70,39,1984-08-16,Distrito Federal,3306.79,Ensino Médio,0,Solteiro,9,Indústria,"Área Ana Clara Sales, 78",Prado,86867-987,Costa 
Sr. João Felipe Araújo,609.***.***-03,29,1994-06-23,Santa Catarina,5845.08,Ensino Médio,1,Solteiro,3,Comércio,"Condomínio de da Paz, 36",São Pedro,49583-910,Martins 
Gustavo Henrique Moura,630.***.***-44,23,2000-12-18,Amapá,3525.76,Ensino Fundamental,2,Casado,3,Educação,"Área da Rocha, 20",Unidas,31240-993,Costela 
Amanda Carvalho,083.***.***-41,22,2001-07-07,Tocantins,8426.16,Ensino Superior,1,Casado,0,Educação,"Campo Maria Julia Almeida, 1",Copacabana,53265-622,da Mata 
Rodrigo Moraes,139.***.***-42,47,1976-06-03,Paraíba,9306.35,Ensino Superior,0,Casado,8,Educação,"Rodovia Cavalcanti, 788",São Jorge 3ª Seção,25978-396,Silva das Flores 
Fernando da Cruz,392.***.***-47,70,1953-12-17,Pará,5170.36,Ensino Médio,0,Solteiro,0,Tecnologia,Conjunto da Mata,Jardinópolis,33677-476,Azevedo 
Pedro da Mata,526.***.***-00,27,1996-09-19,Pernambuco,3778.51,Ensino Médio,4,Solteiro,5,Educação,"Setor de Azevedo, 83",Vila Suzana Primeira Seção,83513-807,Campos do Norte 
Gabriel Alves,495.***.***-85,60,1963-05-11,Acre,6523.44,Ensino Médio,0,Solteiro,13,Tecnologia,"Vila Letícia Cardoso, 23",Cidade Jardim,97518-073,Moraes 
João Gabriel Mendes,829.***.***-83,22,2001-06-30,Espírito Santo,2427.29,Ensino Médio,0,Casado,4,Educação,"Favela Lorena Correia, 30",Andiroba,20827-747,Carvalho 
Stephany da Mata,042.***.***-50,28,1995-11-26,Mato Grosso,3625.51,Ensino Médio,2,Solteiro,10,Saúde,"Distrito de Cavalcanti, 54",Vila Nova Gameleira 3ª Seção,44125-336,Freitas de Minas 
Sr. Theo Farias,461.***.***-71,45,1978-10-29,Pernambuco,16528.38,Ensino Superior,1,Casado,22,Indústria,"Loteamento Cunha, 81",Coração Eucarístico,36115-252,Porto Verde 
Esther Teixeira,749.***.***-74,28,1995-04-27,Ceará,1905.02,Ensino Fundamental,2,Solteiro,1,Comércio,"Trevo de Monteiro, 63",Itatiaia,16874-291,da Paz de Moura 
Eduarda Oliveira,701.***.***-06,34,1990-04-11,Roraima,3426.72,Não informado,0,Não informado,6,Não informado,"Residencial Bárbara Correia, 284",Embaúbas,10548-155,Martins do Galho 
Alana Duarte,234.***.***-80,26,1997-10-12,Amazonas,6511.57,Ensino Superior,0,Casado,3,Indústria,"Morro de Gomes, 8",Vila Aeroporto,60321-660,Campos 
Raul Caldeira,536.***.***-62,39,1984-05-11,Acre,6534.46,Ensino Médio,0,Solteiro,4,Comércio,"Praia da Mota, 3",Marieta 1ª Seção,05430-321,Peixoto de Goiás 
Pedro Lucas Correia,125.***.***-94,62,1961-11-30,Bahia,14295.86,Ensino Médio,1,Casado,29,Saúde,"Fazenda de Barros, 63",Acaiaca,41057-717,da Mata Verde 
Thiago da Cruz,065.***.***-29,18,2005-06-23,Paraná,5020.25,Ensino Médio,0,Casado,0,Educação,"Loteamento de Rodrigues, 17",Vila Oeste,21294-119,Jesus 
Srta. Amanda da Rocha,486.***.***-28,19,2005-02-23,Rio Grande do Sul,8278.27,Não informado,3,Não informado,1,Não informado,"Favela Rafael Barbosa, 29",Jaqueline,13529-432,da Cruz 
Maria Luiza Novaes,901.***.***-04,31,1993-04-01,Pará,6215.83,Ensino Médio,0,Casado,12,Tecnologia,"Vereda de Costa, 71",Castanheira,67750-142,Almeida 
Lucca Porto,342.***.***-28,30,1993-04-13,Bahia,5127.2,Ensino Médio,2,Solteiro,12,Saúde,Morro Luigi Silveira,Santana Do Cafezal,57275-983,Aragão do Norte 
João Pinto,104.***.***-16,40,1983-06-07,Rio Grande do Sul,8495.17,Ensino Médio,1,Solteiro,22,Tecnologia,"Pátio Barbosa, 9",Braúnas,68935-166,Barros do Norte 
Diogo Oliveira,506.***.***-67,41,1983-01-02,Ceará,7027.83,Ensino Médio,0,Casado,22,Comércio,"Distrito Vieira, 62",Madri,98452-535,Lima de Ferreira 
Marcelo Nunes,315.***.***-07,46,1977-10-12,Goiás,3602.82,Não informado,1,Não informado,0,Não informado,"Rodovia Silveira, 36",Cenaculo,18145-585,Cavalcanti Paulista 
Dr. Vitor Ramos,231.***.***-89,37,1986-04-14,Ceará,10355.99,Ensino Médio,2,Solteiro,17,Tecnologia,"Chácara Silveira, 6",Pantanal,40256-630,Jesus 
Maitê Gomes,907.***.***-87,65,1959-02-25,Tocantins,5513.15,Ensino Médio,3,Casado,8,Saúde,"Ladeira de Gomes, 75",Alpes,36321-768,Barbosa 
Fernando Jesus,509.***.***-56,65,1958-05-04,Santa Catarina,12159.03,Ensino Superior,1,Casado,10,Saúde,"Alameda Pires, 72",Horto Florestal,43861-597,Gomes 
Pietro Moraes,805.***.***-30,22,2001-05-31,Ceará,4420.53,Ensino Médio,0,Solteiro,4,Saúde,Morro Maria Eduarda Martins,Independência,64286-576,Moreira de Cavalcanti 
Elisa Barbosa,531.***.***-34,25,1998-09-23,Pernambuco,3669.29,Ensino Fundamental,0,Casado,7,Educação,"Recanto de Lima, 90",Olhos D'água,92627-868,da Mota 
Brenda Moura,429.***.***-88,42,1982-01-15,Piauí,7693.3,Ensino Superior,0,Divorciado,10,Tecnologia,"Trevo de Cunha, 93",Vila Cemig,51000-263,Oliveira 
Dra. Bárbara Silva,158.***.***-08,24,2000-01-28,Tocantins,3463.35,Não informado,0,Não informado,2,Não informado,"Setor Sophie da Mata, 969",Vila Puc,14352-232,Lima 
Beatriz Correia,520.***.***-42,27,1996-06-06,Santa Catarina,7568.89,Ensino Médio,0,Casado,9,Saúde,Passarela Isadora Azevedo,Flavio Marques Lisboa,08606-561,Novaes de Goiás 
João Guilherme Cunha,152.***.***-61,41,1982-12-31,Rio de Janeiro,13607.28,Ensino Superior,2,Solteiro,9,Tecnologia,"Chácara Daniela Rocha, 37",Alto Vera Cruz,12330-366,da Rosa Grande 
Joana Barros,126.***.***-28,22,2002-03-03,Sergipe,1717.67,Ensino Fundamental,0,Casado,1,Indústria,"Esplanada Levi Freitas, 7",Vila Sesc,42616-532,Araújo 
Luiza da Mata,086.***.***-44,90,1933-12-05,Roraima,6764.265822019516,Ensino Superior,1,Casado,39,Saúde,Largo Heitor Rodrigues,Aeroporto,33183-130,Porto das Pedras 
